Estado,Tipo_Crime,Ano,Quantidade
CE,Homicídio,2018,273
RS,Furto,2022,126
SC,Furto,2000,127
SC,Tráfico de Drogas,2011,404
BA,Violência Doméstica,2016,491
RS,Furto,2024,181
RS,Roubo,2007,292
RJ,Homicídio,2016,453
PE,Homicídio,2002,477
BA,Tráfico de Drogas,2003,392
MG,Tráfico de Drogas,2018,53
CE,Violência Doméstica,2009,213
RS,Roubo,2009,123
MG,Roubo,2011,191
SP,Roubo,2020,68
BA,Roubo,2022,172
SC,Homicídio,2019,350
PR,Tráfico de Drogas,2018,433
RS,Furto,2000,490
BA,Tráfico de Drogas,2006,352
RS,Homicídio,2006,490
PE,Furto,2005,464
MG,Furto,2018,394
SC,Roubo,2001,174
RJ,Roubo,2011,117
PR,Violência Doméstica,2021,137
AM,Homicídio,2014,212
RS,Homicídio,2022,55
MG,Tráfico de Drogas,2010,66
SP,Roubo,2013,9
RS,Tráfico de Drogas,2020,261
RS,Homicídio,2023,426
BA,Roubo,2001,379
SP,Violência Doméstica,2017,453
RS,Tráfico de Drogas,2010,252
CE,Roubo,2005,256
SP,Roubo,2018,99
CE,Roubo,2005,377
SC,Homicídio,2022,123
PR,Homicídio,2017,465
CE,Furto,2010,372
RS,Furto,2023,329
PE,Furto,2014,452
BA,Homicídio,2010,230
SC,Roubo,2016,260
BA,Roubo,2006,450
SC,Homicídio,2024,350
MG,Homicídio,2024,282
BA,Violência Doméstica,2024,398
AM,Tráfico de Drogas,2024,119
PR,Violência Doméstica,2020,212
SC,Homicídio,2006,85
CE,Homicídio,2020,308
PE,Homicídio,2003,93
CE,Violência Doméstica,2008,46
SP,Roubo,2023,330
PE,Homicídio,2012,85
AM,Homicídio,2018,446
SP,Violência Doméstica,2017,148
PE,Furto,2012,417
RS,Furto,2004,279
AM,Roubo,2007,240
RJ,Homicídio,2001,242
PE,Roubo,2002,181
AM,Tráfico de Drogas,2019,327
PE,Roubo,2023,379
RS,Tráfico de Drogas,2019,225
BA,Homicídio,2022,393
SC,Violência Doméstica,2001,124
RS,Furto,2023,340
PR,Homicídio,2019,102
SC,Tráfico de Drogas,2006,356
SP,Roubo,2005,470
SC,Violência Doméstica,2019,177
BA,Tráfico de Drogas,2003,489
PR,Roubo,2005,18
SC,Violência Doméstica,2010,333
BA,Homicídio,2003,180
PR,Roubo,2006,470
SC,Homicídio,2011,246
SP,Roubo,2008,435
MG,Homicídio,2011,94
PE,Violência Doméstica,2020,449
BA,Homicídio,2004,344
BA,Homicídio,2010,417
RS,Violência Doméstica,2022,51
MG,Homicídio,2007,11
RS,Furto,2001,420
PR,Homicídio,2003,223
BA,Roubo,2019,169
BA,Furto,2018,297
RS,Tráfico de Drogas,2024,27
SC,Furto,2010,456
SP,Roubo,2013,17
PE,Homicídio,2006,323
RJ,Furto,2022,35
RS,Furto,2003,403
RJ,Roubo,2010,2
AM,Violência Doméstica,2011,471
BA,Furto,2009,56
SC,Tráfico de Drogas,2014,88
CE,Tráfico de Drogas,2012,364
PE,Tráfico de Drogas,2014,161
SP,Homicídio,2008,398
CE,Furto,2021,475
CE,Violência Doméstica,2004,280
PE,Furto,2012,231
BA,Homicídio,2010,307
SC,Tráfico de Drogas,2008,452
CE,Furto,2001,83
SP,Roubo,2023,166
BA,Violência Doméstica,2002,92
PR,Roubo,2017,374
BA,Homicídio,2009,160
BA,Violência Doméstica,2005,107
SP,Homicídio,2005,252
RS,Tráfico de Drogas,2002,410
PR,Violência Doméstica,2011,64
PR,Homicídio,2009,310
RJ,Homicídio,2007,161
SP,Tráfico de Drogas,2023,257
CE,Tráfico de Drogas,2009,255
BA,Furto,2005,441
RJ,Homicídio,2021,110
AM,Violência Doméstica,2010,110
MG,Tráfico de Drogas,2010,375
SC,Violência Doméstica,2006,376
AM,Furto,2017,365
CE,Violência Doméstica,2021,362
CE,Furto,2011,121
SC,Roubo,2011,257
MG,Violência Doméstica,2020,450
MG,Homicídio,2003,440
RS,Roubo,2018,390
SC,Roubo,2016,302
PE,Tráfico de Drogas,2021,464
AM,Violência Doméstica,2023,161
PE,Homicídio,2002,155
MG,Furto,2018,70
AM,Violência Doméstica,2001,113
RS,Homicídio,2016,268
AM,Homicídio,2003,269
CE,Violência Doméstica,2014,258
SP,Homicídio,2016,281
CE,Furto,2013,266
SP,Violência Doméstica,2001,352
CE,Violência Doméstica,2005,156
RJ,Homicídio,2017,417
RJ,Roubo,2018,116
CE,Furto,2011,46
AM,Roubo,2002,467
AM,Furto,2009,15
PE,Violência Doméstica,2020,131
RJ,Roubo,2022,129
RJ,Roubo,2012,442
RJ,Tráfico de Drogas,2003,202
AM,Violência Doméstica,2017,353
PE,Tráfico de Drogas,2005,405
SC,Furto,2022,328
SC,Furto,2014,328
SP,Roubo,2001,121
MG,Homicídio,2002,354
MG,Violência Doméstica,2012,185
MG,Homicídio,2010,53
RJ,Roubo,2024,308
BA,Violência Doméstica,2006,133
RJ,Tráfico de Drogas,2024,428
RJ,Tráfico de Drogas,2003,82
MG,Violência Doméstica,2010,151
SP,Furto,2018,36
CE,Tráfico de Drogas,2009,277
BA,Roubo,2021,63
SP,Homicídio,2000,293
MG,Furto,2005,432
SC,Homicídio,2000,466
AM,Homicídio,2000,179
BA,Violência Doméstica,2017,25
AM,Roubo,2014,49
BA,Roubo,2014,35
RS,Homicídio,2020,414
CE,Roubo,2002,60
MG,Violência Doméstica,2022,359
PR,Tráfico de Drogas,2021,381
CE,Violência Doméstica,2005,261
PR,Tráfico de Drogas,2017,193
PE,Roubo,2009,216
BA,Roubo,2021,467
MG,Roubo,2004,179
SP,Roubo,2021,416
SC,Furto,2022,360
RJ,Tráfico de Drogas,2012,459
RJ,Violência Doméstica,2000,495
SP,Roubo,2005,491
SC,Violência Doméstica,2002,231
SP,Roubo,2021,251
AM,Homicídio,2017,342
SP,Furto,2012,405
PR,Furto,2019,56
BA,Furto,2014,46
MG,Violência Doméstica,2010,476
PR,Homicídio,2011,148
BA,Furto,2019,465
CE,Roubo,2004,455
SP,Homicídio,2019,4
CE,Violência Doméstica,2022,335
SP,Homicídio,2019,356
RJ,Roubo,2011,225
SC,Roubo,2021,240
CE,Furto,2024,64
CE,Furto,2000,147
CE,Violência Doméstica,2012,101
CE,Homicídio,2000,106
PR,Tráfico de Drogas,2002,261
SP,Roubo,2015,285
SC,Homicídio,2011,417
RJ,Tráfico de Drogas,2001,184
CE,Violência Doméstica,2017,140
AM,Homicídio,2024,175
SC,Roubo,2022,22
CE,Roubo,2009,65
CE,Violência Doméstica,2021,399
BA,Furto,2009,55
RJ,Roubo,2004,236
MG,Tráfico de Drogas,2018,426
SP,Roubo,2014,25
CE,Homicídio,2002,218
SC,Tráfico de Drogas,2001,444
AM,Violência Doméstica,2001,338
RJ,Furto,2010,37
SC,Roubo,2009,309
CE,Violência Doméstica,2015,255
AM,Homicídio,2013,387
CE,Furto,2014,451
RS,Roubo,2024,487
CE,Tráfico de Drogas,2017,351
PR,Violência Doméstica,2016,175
AM,Furto,2007,7
PE,Tráfico de Drogas,2004,307
PR,Homicídio,2011,469
RS,Tráfico de Drogas,2017,75
RJ,Tráfico de Drogas,2010,86
SP,Furto,2010,31
RJ,Homicídio,2004,149
MG,Violência Doméstica,2004,480
SC,Tráfico de Drogas,2024,262
PE,Homicídio,2022,234
SP,Furto,2022,464
PE,Violência Doméstica,2002,259
SC,Homicídio,2020,115
AM,Furto,2018,397
BA,Homicídio,2013,493
PE,Tráfico de Drogas,2003,125
PE,Tráfico de Drogas,2019,460
MG,Furto,2023,146
PE,Tráfico de Drogas,2018,202
RJ,Roubo,2007,315
BA,Violência Doméstica,2019,104
AM,Tráfico de Drogas,2017,336
CE,Furto,2005,465
RJ,Homicídio,2013,165
AM,Furto,2010,326
AM,Violência Doméstica,2023,61
RJ,Homicídio,2019,429
RJ,Roubo,2023,117
AM,Violência Doméstica,2016,480
RS,Tráfico de Drogas,2005,310
RS,Violência Doméstica,2024,461
RS,Homicídio,2014,132
RJ,Tráfico de Drogas,2008,61
CE,Homicídio,2024,50
SC,Roubo,2004,457
PE,Roubo,2006,168
CE,Roubo,2000,318
BA,Furto,2017,473
MG,Homicídio,2017,9
RJ,Furto,2003,431
PE,Homicídio,2004,479
RS,Roubo,2009,368
SC,Violência Doméstica,2006,410
CE,Furto,2004,88
CE,Violência Doméstica,2012,56
BA,Tráfico de Drogas,2004,405
RJ,Roubo,2022,281
SP,Violência Doméstica,2008,156
RS,Roubo,2009,177
PE,Violência Doméstica,2013,315
CE,Homicídio,2009,473
AM,Furto,2014,147
AM,Tráfico de Drogas,2021,134
PE,Furto,2010,1
AM,Furto,2000,370
RS,Violência Doméstica,2002,150
RJ,Tráfico de Drogas,2017,486
AM,Tráfico de Drogas,2017,183
PE,Furto,2011,232
PE,Tráfico de Drogas,2023,141
PE,Roubo,2012,197
RJ,Furto,2003,51
CE,Furto,2018,73
MG,Roubo,2015,331
RJ,Tráfico de Drogas,2002,83
PE,Violência Doméstica,2013,32
PR,Furto,2003,498
CE,Homicídio,2016,198
RJ,Violência Doméstica,2010,363
SP,Roubo,2016,473
SC,Tráfico de Drogas,2010,95
SP,Tráfico de Drogas,2010,243
SC,Tráfico de Drogas,2024,410
PR,Homicídio,2003,137
RS,Violência Doméstica,2024,349
RJ,Homicídio,2015,479
PR,Violência Doméstica,2001,397
RJ,Homicídio,2010,445
MG,Homicídio,2021,224
BA,Tráfico de Drogas,2018,117
BA,Furto,2012,309
CE,Furto,2002,467
CE,Tráfico de Drogas,2006,150
PE,Furto,2014,172
BA,Homicídio,2014,439
RJ,Roubo,2013,88
SC,Tráfico de Drogas,2022,195
CE,Homicídio,2016,472
SC,Tráfico de Drogas,2012,313
SC,Roubo,2024,107
CE,Tráfico de Drogas,2020,77
BA,Tráfico de Drogas,2017,178
BA,Furto,2012,324
BA,Tráfico de Drogas,2009,247
PE,Furto,2001,146
CE,Homicídio,2002,449
AM,Roubo,2013,411
AM,Violência Doméstica,2022,203
PR,Furto,2016,266
SC,Tráfico de Drogas,2009,130
PR,Homicídio,2020,361
AM,Tráfico de Drogas,2008,320
MG,Roubo,2024,237
RJ,Homicídio,2002,5
RS,Homicídio,2001,233
SP,Tráfico de Drogas,2003,490
PR,Tráfico de Drogas,2019,422
AM,Homicídio,2017,65
PR,Homicídio,2004,316
BA,Tráfico de Drogas,2020,303
SP,Homicídio,2001,442
AM,Furto,2006,79
RJ,Furto,2006,325
SC,Tráfico de Drogas,2023,413
PE,Tráfico de Drogas,2002,324
SC,Furto,2020,3
AM,Tráfico de Drogas,2004,165
MG,Roubo,2000,120
PE,Homicídio,2010,341
SC,Violência Doméstica,2004,105
SC,Violência Doméstica,2013,190
SP,Homicídio,2017,366
RS,Homicídio,2003,49
MG,Violência Doméstica,2002,51
RJ,Homicídio,2003,372
MG,Furto,2024,290
RS,Homicídio,2000,380
PE,Violência Doméstica,2003,250
PE,Tráfico de Drogas,2007,393
SP,Tráfico de Drogas,2012,405
BA,Furto,2000,242
BA,Homicídio,2007,387
MG,Violência Doméstica,2000,453
SP,Furto,2015,491
RJ,Furto,2017,346
BA,Homicídio,2024,433
PR,Furto,2001,322
BA,Homicídio,2007,371
RJ,Homicídio,2022,351
AM,Homicídio,2024,208
PR,Homicídio,2005,96
CE,Furto,2016,153
AM,Homicídio,2010,291
RJ,Homicídio,2012,11
RJ,Tráfico de Drogas,2001,327
MG,Furto,2016,195
PE,Homicídio,2007,92
RJ,Violência Doméstica,2020,31
PE,Roubo,2008,115
BA,Homicídio,2006,6
BA,Tráfico de Drogas,2021,38
MG,Roubo,2000,5
CE,Tráfico de Drogas,2018,103
BA,Furto,2002,200
SC,Furto,2011,248
PR,Violência Doméstica,2022,98
RS,Roubo,2003,209
MG,Violência Doméstica,2005,333
SC,Roubo,2021,183
SP,Furto,2023,92
RJ,Furto,2018,145
BA,Furto,2019,287
BA,Violência Doméstica,2006,20
BA,Roubo,2006,464
AM,Roubo,2014,190
BA,Tráfico de Drogas,2023,16
PE,Tráfico de Drogas,2020,443
PR,Roubo,2005,483
RJ,Furto,2014,210
CE,Violência Doméstica,2020,368
SP,Furto,2021,236
RJ,Violência Doméstica,2008,272
AM,Homicídio,2017,315
RJ,Tráfico de Drogas,2002,397
MG,Violência Doméstica,2013,211
PE,Homicídio,2004,273
AM,Tráfico de Drogas,2001,17
MG,Roubo,2013,246
PE,Roubo,2010,476
RS,Tráfico de Drogas,2014,297
PR,Homicídio,2011,198
RJ,Tráfico de Drogas,2016,242
PE,Furto,2000,28
RS,Violência Doméstica,2009,169
BA,Violência Doméstica,2024,14
RJ,Roubo,2024,319
AM,Roubo,2013,409
SC,Roubo,2012,343
SC,Roubo,2019,461
BA,Roubo,2005,138
PR,Violência Doméstica,2014,360
BA,Violência Doméstica,2000,389
PE,Tráfico de Drogas,2016,304
RS,Homicídio,2005,383
BA,Roubo,2012,123
PE,Homicídio,2016,239
RS,Furto,2002,351
RS,Roubo,2010,72
CE,Furto,2007,143
SC,Homicídio,2016,361
RJ,Furto,2003,176
RJ,Tráfico de Drogas,2012,484
SP,Violência Doméstica,2013,259
PR,Roubo,2000,320
CE,Homicídio,2020,138
CE,Violência Doméstica,2022,263
SC,Furto,2012,251
RS,Furto,2016,44
MG,Violência Doméstica,2000,32
RJ,Furto,2002,377
PE,Furto,2017,386
PE,Roubo,2011,332
SC,Homicídio,2021,44
BA,Roubo,2002,112
RS,Furto,2002,208
PE,Violência Doméstica,2007,453
PE,Furto,2017,429
PE,Tráfico de Drogas,2019,313
MG,Roubo,2024,442
RS,Roubo,2007,185
MG,Furto,2008,124
MG,Tráfico de Drogas,2002,152
PE,Tráfico de Drogas,2005,342
MG,Homicídio,2001,239
SP,Roubo,2012,232
RS,Furto,2020,420
PR,Tráfico de Drogas,2015,488
PE,Homicídio,2022,308
MG,Roubo,2015,447
PE,Roubo,2013,158
AM,Tráfico de Drogas,2014,266
BA,Roubo,2017,133
RS,Homicídio,2012,449
AM,Tráfico de Drogas,2005,137
AM,Roubo,2012,1
RS,Tráfico de Drogas,2006,115
SC,Roubo,2014,177
SP,Furto,2015,115
RS,Tráfico de Drogas,2008,376
PR,Homicídio,2016,383
PR,Tráfico de Drogas,2021,283
BA,Furto,2013,14
SC,Roubo,2014,33
BA,Furto,2010,209
RS,Roubo,2005,419
PE,Furto,2012,437
BA,Violência Doméstica,2022,4
BA,Tráfico de Drogas,2008,181
RJ,Tráfico de Drogas,2017,410
CE,Homicídio,2016,245
AM,Homicídio,2010,457
PR,Tráfico de Drogas,2001,209
PR,Tráfico de Drogas,2021,377
AM,Furto,2004,71
MG,Homicídio,2020,138
PR,Violência Doméstica,2000,444
BA,Violência Doméstica,2011,242
PE,Roubo,2007,435
SC,Tráfico de Drogas,2017,331
AM,Violência Doméstica,2018,404
MG,Roubo,2005,382
CE,Violência Doméstica,2004,353
BA,Homicídio,2023,200
RS,Tráfico de Drogas,2023,13
PR,Tráfico de Drogas,2010,398
PE,Violência Doméstica,2015,285
RJ,Homicídio,2008,349
PE,Homicídio,2020,382
SP,Homicídio,2019,198
SP,Homicídio,2006,496
PE,Violência Doméstica,2000,242
PE,Furto,2020,352
PE,Violência Doméstica,2006,104
SP,Tráfico de Drogas,2019,184
RJ,Roubo,2008,332
PR,Furto,2017,206
RS,Furto,2020,228
PR,Homicídio,2006,63
RS,Violência Doméstica,2020,366
RS,Furto,2009,123
MG,Homicídio,2023,215
PE,Roubo,2001,297
AM,Violência Doméstica,2008,72
BA,Furto,2009,352
PE,Violência Doméstica,2007,195
CE,Tráfico de Drogas,2016,427
SP,Tráfico de Drogas,2024,172
PE,Homicídio,2000,31
RS,Tráfico de Drogas,2012,364
RS,Violência Doméstica,2020,133
RJ,Furto,2009,429
AM,Homicídio,2001,72
PR,Violência Doméstica,2010,151
AM,Violência Doméstica,2014,116
AM,Furto,2002,162
SC,Homicídio,2009,49
MG,Violência Doméstica,2007,478
MG,Furto,2022,244
SC,Roubo,2023,322
AM,Furto,2004,420
RS,Tráfico de Drogas,2007,145
SP,Homicídio,2015,142
AM,Tráfico de Drogas,2005,375
SP,Homicídio,2002,132
SP,Tráfico de Drogas,2015,281
CE,Tráfico de Drogas,2005,379
CE,Furto,2010,483
PR,Homicídio,2023,222
AM,Furto,2014,173
SC,Homicídio,2009,38
RJ,Roubo,2020,232
AM,Furto,2009,34
SP,Tráfico de Drogas,2009,281
RJ,Roubo,2015,49
PE,Violência Doméstica,2009,59
AM,Violência Doméstica,2001,149
RJ,Tráfico de Drogas,2009,254
SP,Violência Doméstica,2013,411
AM,Furto,2013,347
PR,Furto,2020,443
MG,Roubo,2015,458
AM,Tráfico de Drogas,2000,108
RS,Furto,2018,485
RS,Homicídio,2000,218
PR,Roubo,2013,172
RJ,Violência Doméstica,2021,191
CE,Furto,2003,4
RS,Roubo,2008,355
CE,Furto,2004,445
CE,Violência Doméstica,2009,366
MG,Homicídio,2020,217
BA,Tráfico de Drogas,2002,5
SC,Homicídio,2000,455
RS,Violência Doméstica,2003,210
BA,Homicídio,2013,183
RJ,Violência Doméstica,2009,100
PR,Tráfico de Drogas,2012,107
AM,Violência Doméstica,2006,407
AM,Homicídio,2006,357
BA,Furto,2020,294
CE,Homicídio,2002,357
CE,Tráfico de Drogas,2013,383
SP,Furto,2017,17
PE,Tráfico de Drogas,2000,339
BA,Tráfico de Drogas,2001,14
BA,Roubo,2011,198
AM,Tráfico de Drogas,2022,146
SC,Tráfico de Drogas,2005,81
RS,Roubo,2010,141
SC,Violência Doméstica,2004,318
MG,Violência Doméstica,2018,182
RJ,Violência Doméstica,2019,306
MG,Tráfico de Drogas,2000,292
SP,Roubo,2023,19
RS,Homicídio,2014,421
RS,Violência Doméstica,2012,176
BA,Tráfico de Drogas,2022,146
PR,Furto,2012,334
RJ,Violência Doméstica,2024,360
SC,Homicídio,2023,166
AM,Roubo,2003,421
BA,Homicídio,2019,466
PE,Tráfico de Drogas,2001,86
CE,Tráfico de Drogas,2011,145
MG,Roubo,2012,52
RJ,Furto,2016,494
RS,Violência Doméstica,2019,175
BA,Tráfico de Drogas,2022,371
CE,Tráfico de Drogas,2013,455
SC,Furto,2007,127
MG,Violência Doméstica,2000,43
RS,Furto,2014,1
PE,Violência Doméstica,2004,106
RS,Furto,2018,56
AM,Roubo,2014,457
RJ,Roubo,2003,367
SP,Tráfico de Drogas,2008,395
PE,Furto,2022,372
PR,Homicídio,2009,283
RS,Homicídio,2013,325
AM,Furto,2007,64
BA,Homicídio,2001,16
SP,Violência Doméstica,2014,34
PE,Roubo,2008,264
PE,Tráfico de Drogas,2014,367
CE,Roubo,2014,266
PR,Tráfico de Drogas,2005,300
MG,Violência Doméstica,2012,23
CE,Violência Doméstica,2013,70
CE,Homicídio,2011,266
SP,Homicídio,2013,14
RS,Roubo,2007,47
RJ,Furto,2017,57
RJ,Violência Doméstica,2012,459
AM,Tráfico de Drogas,2017,357
SC,Furto,2022,157
PE,Roubo,2013,67
MG,Violência Doméstica,2023,83
BA,Tráfico de Drogas,2002,423
SC,Violência Doméstica,2021,298
MG,Tráfico de Drogas,2011,136
CE,Tráfico de Drogas,2017,21
MG,Homicídio,2022,52
AM,Tráfico de Drogas,2017,175
AM,Furto,2006,76
AM,Violência Doméstica,2016,169
RJ,Violência Doméstica,2023,127
AM,Roubo,2018,218
SP,Furto,2008,187
RS,Roubo,2009,318
PR,Homicídio,2006,352
RJ,Roubo,2019,63
MG,Violência Doméstica,2002,161
SC,Tráfico de Drogas,2010,9
SC,Violência Doméstica,2001,345
SC,Tráfico de Drogas,2006,231
MG,Homicídio,2000,127
SC,Violência Doméstica,2006,475
RJ,Violência Doméstica,2007,238
RS,Homicídio,2024,125
SP,Violência Doméstica,2011,422
PR,Homicídio,2008,169
PE,Homicídio,2003,417
SC,Tráfico de Drogas,2010,112
PE,Homicídio,2011,234
SC,Homicídio,2020,157
CE,Furto,2018,198
SC,Tráfico de Drogas,2021,64
RJ,Tráfico de Drogas,2018,273
RS,Tráfico de Drogas,2000,205
PE,Furto,2024,270
PR,Violência Doméstica,2010,126
BA,Violência Doméstica,2002,187
SC,Tráfico de Drogas,2013,201
CE,Roubo,2009,28
RJ,Violência Doméstica,2009,323
CE,Violência Doméstica,2020,3
RS,Violência Doméstica,2014,389
AM,Roubo,2004,269
AM,Tráfico de Drogas,2006,128
RJ,Furto,2002,439
RJ,Homicídio,2000,22
MG,Roubo,2020,66
SP,Homicídio,2010,283
AM,Roubo,2021,359
MG,Violência Doméstica,2018,330
SC,Homicídio,2016,103
CE,Roubo,2002,20
RS,Tráfico de Drogas,2002,228
SC,Homicídio,2001,448
BA,Furto,2020,137
PR,Roubo,2008,155
MG,Violência Doméstica,2010,169
MG,Violência Doméstica,2012,352
BA,Violência Doméstica,2003,140
RJ,Homicídio,2018,267
BA,Tráfico de Drogas,2024,367
PE,Furto,2023,361
CE,Furto,2000,460
AM,Furto,2011,366
SP,Homicídio,2010,328
PR,Furto,2013,77
CE,Violência Doméstica,2002,495
BA,Furto,2014,120
SC,Violência Doméstica,2013,157
SC,Homicídio,2008,486
MG,Violência Doméstica,2008,487
MG,Tráfico de Drogas,2024,178
SC,Furto,2023,247
SP,Furto,2019,331
PR,Homicídio,2008,226
BA,Homicídio,2020,93
PR,Furto,2019,285
CE,Violência Doméstica,2020,474
RJ,Roubo,2010,394
SC,Tráfico de Drogas,2010,60
RJ,Violência Doméstica,2004,207
MG,Homicídio,2002,386
AM,Tráfico de Drogas,2018,389
PE,Homicídio,2011,330
SC,Homicídio,2008,403
AM,Homicídio,2004,386
MG,Tráfico de Drogas,2015,42
BA,Roubo,2011,282
CE,Homicídio,2015,446
RS,Roubo,2022,199
PR,Roubo,2014,359
PR,Furto,2001,311
PR,Violência Doméstica,2023,315
RJ,Violência Doméstica,2021,484
RS,Furto,2000,100
RJ,Furto,2018,171
SC,Roubo,2012,242
PR,Furto,2015,21
CE,Violência Doméstica,2013,144
PE,Furto,2010,225
BA,Violência Doméstica,2014,151
RJ,Furto,2012,255
RS,Tráfico de Drogas,2018,56
AM,Homicídio,2023,69
PR,Homicídio,2023,28
SP,Violência Doméstica,2020,476
SP,Tráfico de Drogas,2008,445
RJ,Furto,2023,200
SP,Violência Doméstica,2009,488
SP,Homicídio,2006,393
SP,Tráfico de Drogas,2010,340
SC,Tráfico de Drogas,2003,388
BA,Furto,2019,316
PR,Homicídio,2021,23
BA,Furto,2018,4
MG,Roubo,2022,315
PR,Roubo,2000,270
PR,Homicídio,2006,259
RS,Homicídio,2008,271
CE,Violência Doméstica,2004,393
RS,Violência Doméstica,2022,249
BA,Furto,2004,297
RS,Homicídio,2008,220
MG,Furto,2005,33
PE,Furto,2020,310
BA,Furto,2004,271
RJ,Furto,2018,47
PR,Violência Doméstica,2021,246
MG,Furto,2007,124
CE,Furto,2000,77
PR,Furto,2016,261
PE,Roubo,2007,265
PR,Violência Doméstica,2012,466
RS,Tráfico de Drogas,2001,483
SP,Roubo,2017,195
RJ,Homicídio,2009,292
RS,Furto,2013,49
SP,Furto,2007,226
RJ,Homicídio,2022,311
PR,Homicídio,2023,148
SP,Violência Doméstica,2012,181
SP,Violência Doméstica,2007,270
SC,Roubo,2013,330
BA,Violência Doméstica,2007,65
CE,Homicídio,2007,70
RJ,Tráfico de Drogas,2023,400
CE,Roubo,2016,310
PE,Homicídio,2015,133
RJ,Furto,2015,465
MG,Violência Doméstica,2012,168
MG,Homicídio,2001,412
PR,Furto,2009,111
RJ,Tráfico de Drogas,2018,240
MG,Roubo,2006,167
RJ,Tráfico de Drogas,2006,394
PR,Violência Doméstica,2005,154
MG,Furto,2018,200
PE,Homicídio,2001,119
SP,Roubo,2005,87
SC,Roubo,2023,429
SP,Violência Doméstica,2020,271
CE,Violência Doméstica,2001,58
AM,Furto,2009,341
PE,Tráfico de Drogas,2022,141
MG,Furto,2015,230
AM,Roubo,2001,135
PR,Furto,2021,33
AM,Violência Doméstica,2010,41
PR,Furto,2005,264
AM,Violência Doméstica,2011,86
SP,Violência Doméstica,2024,241
SP,Homicídio,2009,132
PR,Furto,2017,126
PR,Roubo,2002,450
SP,Roubo,2018,86
PR,Homicídio,2012,438
BA,Homicídio,2013,247
PE,Furto,2009,411
CE,Tráfico de Drogas,2018,369
BA,Homicídio,2016,335
RJ,Tráfico de Drogas,2019,404
PR,Tráfico de Drogas,2005,381
AM,Furto,2002,97
MG,Furto,2006,302
SP,Roubo,2021,356
MG,Tráfico de Drogas,2011,104
SC,Violência Doméstica,2007,395
SP,Roubo,2007,394
SC,Homicídio,2013,228
RS,Roubo,2020,111
RJ,Tráfico de Drogas,2006,315
CE,Homicídio,2020,220
SC,Roubo,2016,62
BA,Roubo,2005,112
SC,Violência Doméstica,2000,110
AM,Homicídio,2001,446
BA,Tráfico de Drogas,2008,209
PE,Violência Doméstica,2011,479
PE,Furto,2016,387
SC,Roubo,2023,387
MG,Roubo,2017,244
RS,Tráfico de Drogas,2012,19
RJ,Furto,2005,349
RJ,Violência Doméstica,2022,364
AM,Violência Doméstica,2005,450
BA,Furto,2013,64
PR,Tráfico de Drogas,2009,470
SC,Violência Doméstica,2023,351
CE,Tráfico de Drogas,2010,67
PR,Tráfico de Drogas,2016,489
PR,Roubo,2009,362
SC,Violência Doméstica,2001,4
PR,Homicídio,2019,350
MG,Tráfico de Drogas,2018,445
SP,Homicídio,2018,200
SC,Tráfico de Drogas,2012,443
SP,Violência Doméstica,2018,397
SC,Furto,2014,439
MG,Tráfico de Drogas,2008,375
BA,Roubo,2013,393
BA,Tráfico de Drogas,2018,268
SC,Homicídio,2021,256
PE,Roubo,2005,354
RJ,Roubo,2024,323
AM,Homicídio,2012,171
SP,Violência Doméstica,2011,7
PR,Homicídio,2006,165
SP,Homicídio,2010,108
CE,Violência Doméstica,2001,259
SC,Violência Doméstica,2016,23
BA,Roubo,2018,113
PR,Violência Doméstica,2015,244
MG,Furto,2009,294
BA,Tráfico de Drogas,2024,311
CE,Tráfico de Drogas,2021,300
PR,Homicídio,2007,477
AM,Roubo,2018,255
SC,Tráfico de Drogas,2004,311
SC,Violência Doméstica,2017,464
PE,Roubo,2015,17
RS,Roubo,2020,315
BA,Violência Doméstica,2020,222
AM,Tráfico de Drogas,2020,22
RJ,Tráfico de Drogas,2019,230
RJ,Violência Doméstica,2011,170
PR,Homicídio,2022,36
MG,Furto,2017,63
RS,Furto,2010,477
RS,Roubo,2013,22
BA,Furto,2019,284
BA,Homicídio,2003,88
RS,Furto,2006,485
AM,Tráfico de Drogas,2020,65
PE,Homicídio,2004,228
RS,Violência Doméstica,2008,436
SP,Violência Doméstica,2013,213
CE,Roubo,2003,243
PR,Homicídio,2022,311
RJ,Tráfico de Drogas,2004,81
AM,Homicídio,2001,39
AM,Furto,2010,227
CE,Homicídio,2012,87
RJ,Tráfico de Drogas,2017,140
SP,Violência Doméstica,2000,392
CE,Tráfico de Drogas,2006,417
SC,Roubo,2013,208
SC,Homicídio,2022,230
PE,Tráfico de Drogas,2020,190
MG,Violência Doméstica,2007,47
RJ,Roubo,2021,191
PE,Violência Doméstica,2024,494
